season,age,team_id,lg_id,pos,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,link
1992-93,25,CHH,NBA,PF,19,5,7.5,1.0,2.4,.422,0.0,0.0,,1.0,2.4,.422,.422,0.3,0.4,.625,0.3,1.4,1.6,0.4,0.0,0.2,0.2,1.1,2.3,https://www.basketball-reference.com//players/h/hammoto01.html
1992-93,25,DEN,NBA,PF,35,0,16.3,2.5,5.0,.489,0.0,0.0,.000,2.5,5.0,.491,.489,0.9,1.5,.611,0.9,1.8,2.7,0.5,0.5,0.2,0.9,1.6,5.9,https://www.basketball-reference.com//players/h/hammoto01.html
1993-94,26,DEN,NBA,PF,74,2,11.9,1.6,3.1,.500,0.0,0.0,,1.6,3.1,.500,.500,1.0,1.4,.683,0.8,1.9,2.7,0.5,0.3,0.2,0.6,1.2,4.1,https://www.basketball-reference.com//players/h/hammoto01.html
1994-95,27,DEN,NBA,PF,70,5,13.7,2.0,3.7,.535,0.0,0.0,.000,2.0,3.7,.537,.535,1.9,2.5,.746,0.8,2.4,3.2,0.5,0.2,0.2,0.8,1.9,5.9,https://www.basketball-reference.com//players/h/hammoto01.html
1995-96,28,DEN,NBA,PF,71,4,14.7,1.8,3.8,.474,0.0,0.0,,1.8,3.8,.474,.474,1.2,1.6,.765,1.2,1.9,3.1,0.3,0.3,0.2,0.7,1.9,4.8,https://www.basketball-reference.com//players/h/hammoto01.html
1996-97,29,DEN,NBA,PF,81,8,21.7,2.4,4.9,.480,0.0,0.0,.000,2.4,4.9,.482,.480,1.5,2.1,.721,1.7,3.3,5.0,0.8,0.2,0.3,1.1,2.5,6.2,https://www.basketball-reference.com//players/h/hammoto01.html
1997-98,30,MIN,NBA,PF,57,2,20.0,2.2,4.3,.516,0.0,0.0,.000,2.2,4.3,.518,.516,1.6,2.3,.697,1.8,3.0,4.8,0.6,0.3,0.3,0.8,2.2,6.1,https://www.basketball-reference.com//players/h/hammoto01.html
1998-99,31,MIN,NBA,PF,49,0,14.6,1.7,3.7,.458,0.0,0.0,,1.7,3.7,.458,.458,1.0,1.5,.640,1.1,1.7,2.8,0.4,0.2,0.1,0.7,1.8,4.3,https://www.basketball-reference.com//players/h/hammoto01.html
1999-00,32,MIN,NBA,PF,56,0,6.6,0.8,1.7,.433,0.0,0.0,,0.8,1.7,.433,.433,0.6,1.0,.589,0.6,1.2,1.8,0.2,0.1,0.1,0.4,1.0,2.1,https://www.basketball-reference.com//players/h/hammoto01.html
2000-01,33,MIN,NBA,PF,7,0,4.3,0.4,1.4,.300,0.0,0.0,,0.4,1.4,.300,.300,0.1,0.3,.500,0.3,0.3,0.6,0.1,0.0,0.0,0.4,1.1,1.0,https://www.basketball-reference.com//players/h/hammoto01.html
1989-90,23,MIN,NBA,PG,82,48,31.5,5.2,11.3,.461,0.3,1.0,.277,4.9,10.3,.479,.473,0.8,1.3,.589,0.7,2.0,2.6,6.8,1.6,0.3,1.7,1.7,11.4,https://www.basketball-reference.com//players/r/richapo01.html
1990-91,24,MIN,NBA,PG,82,82,38.5,7.7,16.5,.470,0.5,1.6,.328,7.2,14.9,.485,.486,1.1,2.0,.539,1.0,2.5,3.5,9.0,1.6,0.2,2.1,1.4,17.1,https://www.basketball-reference.com//players/r/richapo01.html
1991-92,25,MIN,NBA,PG,82,82,35.6,7.2,15.4,.466,0.6,1.9,.342,6.5,13.5,.483,.487,1.5,2.2,.691,1.1,2.6,3.7,8.4,1.5,0.3,2.5,1.9,16.5,https://www.basketball-reference.com//players/r/richapo01.html
1992-93,26,IND,NBA,PG,74,73,32.4,4.6,9.5,.479,0.0,0.4,.103,4.5,9.1,.496,.482,1.2,1.7,.742,0.9,2.8,3.6,7.7,1.3,0.2,2.3,1.8,10.4,https://www.basketball-reference.com//players/r/richapo01.html
1993-94,27,IND,NBA,PG,37,25,27.6,4.3,9.6,.452,0.1,0.3,.250,4.2,9.2,.459,.456,1.3,2.1,.610,0.8,2.2,3.0,6.4,0.9,0.1,2.4,2.1,10.0,https://www.basketball-reference.com//players/r/richapo01.html
1994-95,28,LAC,NBA,PG,80,77,35.8,4.4,11.2,.394,1.1,3.1,.357,3.3,8.2,.407,.442,1.0,1.6,.648,0.5,2.8,3.3,7.9,1.6,0.2,2.1,2.7,10.9,https://www.basketball-reference.com//players/r/richapo01.html
1995-96,29,LAC,NBA,PG,63,61,32.0,4.5,10.5,.423,1.5,3.9,.384,3.0,6.7,.446,.494,1.2,1.7,.743,0.6,2.0,2.5,5.4,1.2,0.2,1.5,2.1,11.7,https://www.basketball-reference.com//players/r/richapo01.html
1996-97,30,LAC,NBA,PG,59,18,18.1,2.2,5.8,.381,0.7,2.2,.328,1.5,3.7,.412,.442,0.4,0.7,.605,0.4,1.2,1.7,2.9,0.9,0.1,1.1,1.4,5.6,https://www.basketball-reference.com//players/r/richapo01.html
1997-98,31,LAC,NBA,PG,69,17,18.1,1.8,4.8,.372,0.2,0.8,.193,1.6,4.0,.409,.389,0.4,0.6,.698,0.2,1.1,1.4,3.3,0.6,0.0,0.8,1.0,4.2,https://www.basketball-reference.com//players/r/richapo01.html
1998-99,32,LAC,NBA,PG,11,0,11.8,1.1,3.3,.333,0.0,0.5,.000,1.1,2.7,.400,.333,0.4,0.4,1.000,0.1,1.1,1.2,2.7,0.4,0.0,0.8,0.5,2.5,https://www.basketball-reference.com//players/r/richapo01.html
1989-90,22,ORL,NBA,SG,81,9,22.0,4.6,9.3,.494,0.0,0.2,.059,4.6,9.1,.504,.495,2.3,3.3,.705,1.3,2.6,3.9,1.5,0.9,0.4,1.7,1.7,11.5,https://www.basketball-reference.com//players/a/anderni01.html
1990-91,23,ORL,NBA,SG,70,42,28.2,5.7,12.2,.467,0.2,0.8,.293,5.5,11.4,.479,.477,2.5,3.7,.668,1.3,4.2,5.5,1.5,1.1,0.6,1.6,2.1,14.1,https://www.basketball-reference.com//players/a/anderni01.html
1991-92,24,ORL,NBA,SG,60,59,36.7,8.0,17.4,.463,0.5,1.4,.353,7.5,16.0,.472,.477,3.4,5.1,.667,1.6,4.8,6.4,2.7,1.6,0.6,2.1,2.2,19.9,https://www.basketball-reference.com//players/a/anderni01.html
1992-93,25,ORL,NBA,SG,79,76,37.0,7.5,16.8,.449,1.1,3.2,.353,6.4,13.6,.471,.482,3.8,5.1,.741,1.5,4.5,6.0,3.4,1.6,0.7,2.1,2.5,19.9,https://www.basketball-reference.com//players/a/anderni01.html
1993-94,26,ORL,NBA,SG,81,81,34.7,6.2,13.0,.478,1.2,3.9,.322,5.0,9.1,.545,.526,2.1,3.1,.672,1.4,4.5,5.9,3.6,1.7,0.4,2.0,1.8,15.8,https://www.basketball-reference.com//players/a/anderni01.html
1994-95,27,ORL,NBA,SG,76,76,34.1,5.8,12.1,.476,2.4,5.7,.415,3.4,6.5,.528,.573,1.9,2.7,.704,1.1,3.3,4.4,4.1,1.6,0.3,1.9,1.6,15.8,https://www.basketball-reference.com//players/a/anderni01.html
1995-96,28,ORL,NBA,SG,77,77,35.3,5.2,11.7,.442,2.2,5.6,.391,3.0,6.2,.489,.535,2.2,3.1,.692,1.2,4.2,5.4,3.6,1.6,0.6,1.8,1.8,14.7,https://www.basketball-reference.com//players/a/anderni01.html
1996-97,29,ORL,NBA,SG,63,61,34.3,4.6,11.5,.397,2.3,6.4,.353,2.3,5.1,.453,.496,0.6,1.5,.404,1.0,3.8,4.8,2.9,1.9,0.5,1.4,2.5,12.0,https://www.basketball-reference.com//players/a/anderni01.html
1997-98,30,ORL,NBA,SF,58,44,29.3,5.9,13.0,.455,1.3,3.7,.360,4.6,9.3,.493,.506,2.2,3.4,.638,1.7,3.4,5.1,2.1,1.2,0.4,1.5,1.7,15.3,https://www.basketball-reference.com//players/a/anderni01.html
1998-99,31,ORL,NBA,SF,47,39,33.6,5.4,13.6,.395,2.0,5.9,.347,3.3,7.7,.433,.470,2.1,3.4,.611,1.1,4.8,5.9,1.9,1.4,0.3,1.8,1.5,14.9,https://www.basketball-reference.com//players/a/anderni01.html
1999-00,32,SAC,NBA,SG,72,72,29.1,4.3,10.9,.391,1.8,5.5,.332,2.4,5.3,.452,.476,0.5,1.1,.487,1.2,3.6,4.7,1.7,1.3,0.2,1.3,1.6,10.8,https://www.basketball-reference.com//players/a/anderni01.html
2000-01,33,SAC,NBA,SG,21,0,8.0,0.7,2.7,.246,0.5,1.9,.256,0.2,0.9,.222,.333,0.0,0.0,,0.1,1.0,1.2,0.6,0.5,0.2,0.3,0.6,1.8,https://www.basketball-reference.com//players/a/anderni01.html
2001-02,34,MEM,NBA,SG,15,0,14.6,1.4,5.1,.276,0.9,3.2,.271,0.5,1.9,.286,.362,0.3,0.6,.556,0.1,2.1,2.2,0.9,0.4,0.4,0.9,1.1,4.0,https://www.basketball-reference.com//players/a/anderni01.html
1989-90,22,NJN,NBA,PG,50,17,25.3,4.2,11.4,.371,0.4,1.6,.225,3.9,9.8,.395,.387,1.3,1.6,.778,0.8,2.0,2.8,4.2,1.6,0.3,2.2,2.2,10.1,https://www.basketball-reference.com//players/b/blaylmo01.html
1990-91,23,NJN,NBA,PG,72,70,35.9,6.0,14.4,.416,0.2,1.3,.154,5.8,13.2,.441,.423,1.9,2.4,.790,0.9,2.5,3.5,6.1,2.3,0.6,2.9,2.5,14.1,https://www.basketball-reference.com//players/b/blaylmo01.html
1991-92,24,NJN,NBA,PG,72,67,35.4,6.0,13.8,.432,0.2,0.8,.222,5.8,13.0,.444,.438,1.8,2.5,.712,1.4,2.3,3.7,6.8,2.4,0.6,2.1,2.5,13.8,https://www.basketball-reference.com//players/b/blaylmo01.html
1992-93,25,ATL,NBA,PG,80,78,35.3,5.2,12.1,.429,1.5,3.9,.375,3.7,8.1,.456,.491,1.5,2.1,.728,1.1,2.4,3.5,8.4,2.5,0.3,2.3,2.0,13.4,https://www.basketball-reference.com//players/b/blaylmo01.html
1993-94,26,ATL,NBA,PG,81,81,36.0,5.5,13.3,.411,1.4,4.2,.334,4.1,9.1,.447,.464,1.4,2.0,.730,1.4,3.8,5.2,9.7,2.6,0.5,2.4,1.8,13.8,https://www.basketball-reference.com//players/b/blaylmo01.html
1994-95,27,ATL,NBA,PG,80,80,38.4,6.4,15.0,.425,2.5,6.9,.359,3.9,8.0,.482,.508,2.0,2.7,.729,1.5,3.5,4.9,7.7,2.5,0.3,3.0,2.1,17.2,https://www.basketball-reference.com//players/b/blaylmo01.html
1995-96,28,ATL,NBA,PG,81,81,35.7,5.6,13.9,.405,2.9,7.7,.371,2.8,6.2,.448,.508,1.6,2.1,.747,1.4,2.7,4.1,5.9,2.6,0.2,2.3,1.9,15.7,https://www.basketball-reference.com//players/b/blaylmo01.html
1996-97,29,ATL,NBA,PG,78,78,39.2,6.4,14.9,.432,2.8,7.7,.366,3.6,7.1,.505,.528,1.7,2.2,.753,1.5,3.8,5.3,5.9,2.7,0.3,2.4,1.8,17.4,https://www.basketball-reference.com//players/b/blaylmo01.html
1997-98,30,ATL,NBA,PG,70,69,38.6,5.3,13.4,.392,1.3,4.8,.269,4.0,8.6,.460,.440,1.4,1.9,.709,1.2,3.7,4.9,6.7,2.6,0.3,2.5,1.7,13.2,https://www.basketball-reference.com//players/b/blaylmo01.html
1998-99,31,ATL,NBA,PG,48,48,36.7,5.1,13.6,.379,1.6,5.2,.307,3.5,8.3,.425,.439,1.4,1.9,.758,0.9,3.7,4.7,5.8,2.1,0.2,2.4,1.3,13.3,https://www.basketball-reference.com//players/b/blaylmo01.html
1999-00,32,GSW,NBA,PG,73,72,33.7,4.5,11.5,.391,1.4,4.1,.336,3.1,7.3,.422,.451,0.9,1.3,.705,0.8,2.9,3.7,6.7,2.0,0.3,2.0,1.7,11.3,https://www.basketball-reference.com//players/b/blaylmo01.html
2000-01,33,GSW,NBA,PG,69,59,34.1,4.6,11.6,.396,1.1,3.3,.324,3.5,8.3,.424,.441,0.8,1.1,.697,1.0,2.9,3.9,6.7,2.4,0.3,1.9,1.9,11.0,https://www.basketball-reference.com//players/b/blaylmo01.html
2001-02,34,GSW,NBA,PG,35,0,17.1,1.4,4.2,.342,0.4,1.2,.357,1.0,3.0,.337,.394,0.1,0.2,.500,0.2,1.3,1.5,3.3,0.7,0.1,1.1,0.6,3.4,https://www.basketball-reference.com//players/b/blaylmo01.html
1989-90,24,BOS,NBA,PF,65,7,9.5,2.1,4.4,.476,0.0,0.4,.071,2.1,4.0,.519,.479,0.8,1.0,.828,0.6,0.9,1.5,1.2,0.1,0.0,0.8,0.8,5.0,https://www.basketball-reference.com//players/s/smithmi01.html
1990-91,25,BOS,NBA,PF,47,3,8.3,2.0,4.3,.475,0.1,0.5,.250,1.9,3.7,.506,.490,0.5,0.6,.815,0.4,0.7,1.2,0.9,0.1,0.0,0.8,0.6,4.6,https://www.basketball-reference.com//players/s/smithmi01.html
1994-95,29,LAC,NBA,PF,29,0,11.0,2.2,4.6,.470,0.0,0.3,.125,2.1,4.3,.492,.474,0.9,1.0,.867,0.4,1.5,1.9,0.7,0.2,0.1,0.6,1.4,5.3,https://www.basketball-reference.com//players/s/smithmi01.html
1989-90,23,GSW,NBA,PG,79,78,33.7,5.9,12.5,.471,0.3,1.1,.274,5.6,11.4,.489,.483,2.7,3.5,.764,0.7,3.2,3.9,8.7,2.1,0.2,3.3,2.9,14.7,https://www.basketball-reference.com//players/h/hardati01.html
1990-91,24,GSW,NBA,PG,82,82,39.2,9.0,18.9,.476,1.2,3.1,.385,7.8,15.8,.494,.508,3.7,4.6,.803,1.1,3.0,4.0,9.7,2.6,0.1,3.3,2.8,22.9,https://www.basketball-reference.com//players/h/hardati01.html
1991-92,25,GSW,NBA,PG,81,81,41.1,9.1,19.7,.461,1.6,4.6,.338,7.5,15.0,.499,.501,3.7,4.8,.766,1.0,2.8,3.8,10.0,2.0,0.2,3.3,2.6,23.4,https://www.basketball-reference.com//players/h/hardati01.html
1992-93,26,GSW,NBA,PG,66,66,39.5,7.9,17.7,.447,1.5,4.7,.330,6.4,13.0,.489,.491,4.1,5.6,.744,0.9,3.1,4.0,10.6,1.8,0.2,3.3,2.3,21.5,https://www.basketball-reference.com//players/h/hardati01.html
1994-95,28,GSW,NBA,PG,62,62,37.4,6.9,16.2,.427,2.7,7.2,.378,4.2,9.1,.465,.510,3.5,4.6,.760,0.7,2.3,3.1,9.3,1.4,0.2,3.5,2.5,20.1,https://www.basketball-reference.com//players/h/hardati01.html
1995-96,29,TOT,NBA,PG,80,46,31.7,5.2,12.4,.422,1.7,4.7,.364,3.5,7.7,.458,.492,3.0,3.8,.790,0.4,2.4,2.9,8.0,1.7,0.2,2.9,2.5,15.2,https://www.basketball-reference.com//players/h/hardati01.html
1995-96,29,GSW,NBA,PG,52,18,28.6,4.9,11.7,.421,1.6,4.5,.366,3.3,7.2,.455,.491,2.7,3.5,.769,0.4,2.1,2.5,6.9,1.4,0.2,2.4,2.5,14.1,https://www.basketball-reference.com//players/h/hardati01.html
1995-96,29,MIA,NBA,PG,28,28,37.4,5.9,13.8,.425,1.9,5.3,.361,4.0,8.5,.464,.494,3.6,4.4,.821,0.5,3.0,3.5,10.0,2.1,0.2,3.9,2.5,17.2,https://www.basketball-reference.com//players/h/hardati01.html
1996-97,30,MIA,NBA,PG,81,81,38.7,7.1,17.1,.415,2.5,7.3,.344,4.6,9.8,.469,.489,3.6,4.5,.799,0.6,2.8,3.4,8.6,1.9,0.1,2.8,2.0,20.3,https://www.basketball-reference.com//players/h/hardati01.html
1997-98,31,MIA,NBA,PG,81,81,37.4,6.9,16.0,.431,1.9,5.5,.351,5.0,10.5,.472,.490,3.2,4.1,.781,0.6,3.1,3.7,8.3,1.7,0.2,2.8,2.5,18.9,https://www.basketball-reference.com//players/h/hardati01.html
1998-99,32,MIA,NBA,PG,48,48,36.9,6.3,15.7,.400,2.3,6.5,.360,3.9,9.2,.429,.475,2.5,3.1,.812,0.3,2.9,3.2,7.3,1.2,0.1,2.7,2.1,17.4,https://www.basketball-reference.com//players/h/hardati01.html
1999-00,33,MIA,NBA,PG,52,52,32.2,4.7,12.3,.386,1.8,4.9,.367,2.9,7.3,.398,.459,2.1,2.6,.827,0.5,2.4,2.9,7.4,0.9,0.1,2.3,2.2,13.4,https://www.basketball-reference.com//players/h/hardati01.html
2000-01,34,MIA,NBA,PG,77,77,33.9,5.3,13.5,.392,2.5,6.7,.366,2.8,6.8,.417,.482,1.9,2.4,.801,0.3,2.3,2.6,6.3,1.2,0.1,2.5,2.0,14.9,https://www.basketball-reference.com//players/h/hardati01.html
2001-02,35,TOT,NBA,PG,68,16,23.5,3.3,9.1,.365,1.8,5.2,.347,1.5,3.9,.387,.464,1.1,1.4,.794,0.2,1.6,1.8,4.1,0.8,0.1,1.6,1.6,9.6,https://www.basketball-reference.com//players/h/hardati01.html
2001-02,35,DAL,NBA,PG,54,2,23.6,3.3,9.1,.362,1.8,5.2,.341,1.6,4.0,.391,.459,1.2,1.4,.833,0.2,1.6,1.8,3.7,0.7,0.1,1.4,1.6,9.6,https://www.basketball-reference.com//players/h/hardati01.html
2001-02,35,DEN,NBA,PG,14,14,23.2,3.4,9.0,.373,2.0,5.4,.373,1.4,3.6,.373,.484,0.9,1.4,.632,0.1,1.9,1.9,5.5,1.2,0.1,2.7,1.8,9.6,https://www.basketball-reference.com//players/h/hardati01.html
2002-03,36,IND,NBA,PG,10,0,12.7,1.8,4.9,.367,1.1,3.1,.355,0.7,1.8,.389,.480,0.2,0.4,.500,0.1,1.4,1.5,2.4,0.9,0.0,1.1,0.8,4.9,https://www.basketball-reference.com//players/h/hardati01.html
1989-90,23,DEN,NBA,SG,79,4,16.8,3.2,6.5,.486,0.0,0.2,.000,3.2,6.3,.500,.486,1.6,2.2,.747,0.6,1.3,1.9,1.5,0.7,0.2,1.2,1.8,8.0,https://www.basketball-reference.com//players/l/lichtto01.html
1990-91,24,DEN,NBA,SG,29,25,29.7,5.7,13.0,.439,0.5,1.6,.298,5.2,11.4,.459,.458,2.0,2.4,.855,1.7,2.2,3.9,2.5,1.6,0.3,1.1,2.2,14.0,https://www.basketball-reference.com//players/l/lichtto01.html
1991-92,25,DEN,NBA,SG,68,10,17.3,2.5,5.5,.460,0.0,0.1,.111,2.5,5.4,.469,.461,1.5,1.7,.839,0.5,1.2,1.7,1.1,0.6,0.2,1.1,1.9,6.6,https://www.basketball-reference.com//players/l/lichtto01.html
1992-93,26,DEN,NBA,SG,48,12,15.7,2.6,5.8,.449,0.0,0.1,.333,2.5,5.6,.452,.453,1.7,2.1,.794,0.7,1.4,2.1,1.1,0.6,0.2,1.0,1.3,6.9,https://www.basketball-reference.com//players/l/lichtto01.html
1993-94,27,TOT,NBA,SG,13,0,9.7,1.5,3.9,.392,0.2,0.2,1.000,1.4,3.8,.367,.412,1.2,1.9,.640,0.6,1.1,1.7,0.8,0.5,0.1,0.4,1.2,4.5,https://www.basketball-reference.com//players/l/lichtto01.html
1993-94,27,ORL,NBA,SG,4,0,5.0,1.0,2.3,.444,0.0,0.0,,1.0,2.3,.444,.444,0.0,0.0,,0.8,0.3,1.0,0.5,0.5,0.0,0.5,0.8,2.0,https://www.basketball-reference.com//players/l/lichtto01.html
1993-94,27,GSW,NBA,SG,5,0,11.6,2.0,5.6,.357,0.4,0.4,1.000,1.6,5.2,.308,.393,1.8,2.2,.818,0.6,1.4,2.0,0.6,0.0,0.0,0.0,1.8,6.2,https://www.basketball-reference.com//players/l/lichtto01.html
1993-94,27,BOS,NBA,SG,4,0,12.0,1.5,3.5,.429,0.0,0.0,,1.5,3.5,.429,.429,1.8,3.5,.500,0.5,1.5,2.0,1.5,1.3,0.3,0.8,1.0,4.8,https://www.basketball-reference.com//players/l/lichtto01.html
1989-90,22,SEA,NBA,PG,81,25,20.1,3.7,9.1,.405,1.2,2.9,.399,2.5,6.2,.408,.470,1.1,1.4,.809,0.4,1.2,1.6,2.5,0.7,0.0,1.5,1.2,9.7,https://www.basketball-reference.com//players/b/barroda01.html
1990-91,23,SEA,NBA,PG,66,0,11.4,2.3,4.7,.495,0.5,1.2,.395,1.8,3.5,.530,.547,1.2,1.3,.918,0.3,0.8,1.1,1.7,0.3,0.0,0.8,0.6,6.3,https://www.basketball-reference.com//players/b/barroda01.html
1991-92,24,SEA,NBA,PG,75,1,17.7,3.2,6.6,.483,1.1,2.5,.446,2.1,4.1,.505,.567,0.8,1.1,.759,0.2,0.9,1.1,1.7,0.7,0.1,0.7,1.1,8.3,https://www.basketball-reference.com//players/b/barroda01.html
1992-93,25,SEA,NBA,PG,69,2,18.0,3.1,6.9,.451,0.9,2.4,.379,2.2,4.4,.492,.519,0.7,0.9,.831,0.3,1.3,1.6,2.2,0.9,0.0,0.8,1.1,7.8,https://www.basketball-reference.com//players/b/barroda01.html
1993-94,26,PHI,NBA,PG,81,70,31.1,5.1,10.8,.469,1.7,4.4,.381,3.4,6.5,.529,.546,1.4,1.8,.800,0.3,2.1,2.4,5.2,1.3,0.1,2.1,1.2,13.3,https://www.basketball-reference.com//players/b/barroda01.html
1994-95,27,PHI,NBA,PG,82,82,40.5,7.0,14.2,.490,2.4,5.2,.464,4.6,9.0,.505,.575,4.2,4.7,.899,0.3,3.0,3.3,7.5,1.8,0.0,3.0,1.9,20.6,https://www.basketball-reference.com//players/b/barroda01.html
1995-96,28,BOS,NBA,PG,80,25,29.1,4.7,10.1,.470,1.9,4.6,.408,2.9,5.5,.523,.563,1.6,1.8,.884,0.3,2.1,2.4,3.8,0.7,0.0,1.5,1.5,13.0,https://www.basketball-reference.com//players/b/barroda01.html
1996-97,29,BOS,NBA,PG,24,8,29.5,4.6,10.5,.435,1.8,4.4,.410,2.8,6.2,.453,.520,1.5,1.8,.860,0.2,1.8,2.0,3.4,1.1,0.3,1.6,1.4,12.5,https://www.basketball-reference.com//players/b/barroda01.html
1997-98,30,BOS,NBA,PG,80,15,21.1,3.5,7.6,.461,1.3,3.1,.407,2.3,4.5,.499,.544,1.5,1.8,.847,0.4,1.6,1.9,3.6,1.0,0.1,1.3,1.6,9.8,https://www.basketball-reference.com//players/b/barroda01.html
1998-99,31,BOS,NBA,PG,50,16,23.1,3.4,7.4,.453,1.3,3.2,.400,2.1,4.2,.493,.539,1.3,1.5,.877,0.3,1.8,2.1,4.2,1.0,0.1,1.8,1.3,9.3,https://www.basketball-reference.com//players/b/barroda01.html
1999-00,32,BOS,NBA,PG,72,0,15.8,2.7,6.0,.451,0.8,2.0,.410,1.9,4.0,.471,.518,0.9,1.1,.868,0.2,1.2,1.4,1.8,0.4,0.1,0.9,1.1,7.2,https://www.basketball-reference.com//players/b/barroda01.html
2000-01,33,DET,NBA,PG,60,0,18.0,3.1,6.9,.444,0.7,1.8,.419,2.3,5.1,.453,.498,1.1,1.3,.850,0.1,1.5,1.6,1.8,0.5,0.0,1.0,1.1,8.0,https://www.basketball-reference.com//players/b/barroda01.html
2001-02,34,DET,NBA,PG,29,20,20.1,2.6,6.6,.385,0.8,2.4,.338,1.7,4.2,.413,.448,0.7,0.9,.778,0.0,1.9,2.0,2.7,0.5,0.1,1.1,1.3,6.7,https://www.basketball-reference.com//players/b/barroda01.html
2003-04,36,BOS,NBA,SG,1,0,11.0,2.0,3.0,.667,0.0,0.0,,2.0,3.0,.667,.667,2.0,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,https://www.basketball-reference.com//players/b/barroda01.html
1989-90,20,SEA,NBA,PF,81,1,13.8,2.5,5.2,.479,0.0,0.1,.167,2.5,5.1,.488,.481,1.4,2.0,.736,1.8,2.5,4.3,0.3,0.6,0.9,1.3,2.5,6.5,https://www.basketball-reference.com//players/k/kempsh01.html
1990-91,21,SEA,NBA,PF,81,66,30.1,5.7,11.2,.508,0.0,0.1,.167,5.7,11.1,.513,.509,3.6,5.4,.661,3.3,5.1,8.4,1.8,1.0,1.5,2.5,3.9,15.0,https://www.basketball-reference.com//players/k/kempsh01.html
1991-92,22,SEA,NBA,PF,64,23,28.3,5.7,11.2,.504,0.0,0.0,.000,5.7,11.2,.506,.504,4.2,5.6,.748,4.1,6.3,10.4,1.3,1.1,1.9,2.4,4.1,15.5,https://www.basketball-reference.com//players/k/kempsh01.html
1992-93,23,SEA,NBA,PF,78,68,33.1,6.6,13.4,.492,0.0,0.1,.000,6.6,13.4,.494,.492,4.6,6.4,.712,3.7,7.0,10.7,2.0,1.5,1.9,2.8,4.2,17.8,https://www.basketball-reference.com//players/k/kempsh01.html
1993-94,24,SEA,NBA,PF,79,73,32.9,6.7,12.5,.538,0.0,0.1,.250,6.7,12.5,.540,.539,4.6,6.2,.741,3.9,6.8,10.8,2.6,1.8,2.1,3.3,3.9,18.1,https://www.basketball-reference.com//players/k/kempsh01.html
1994-95,25,SEA,NBA,PF,82,79,32.7,6.6,12.2,.547,0.0,0.1,.286,6.6,12.1,.548,.548,5.3,7.1,.749,3.9,7.0,10.9,1.8,1.2,1.5,3.2,4.1,18.7,https://www.basketball-reference.com//players/k/kempsh01.html
1995-96,26,SEA,NBA,PF,79,76,33.3,6.7,11.9,.561,0.1,0.2,.417,6.6,11.7,.563,.564,6.2,8.4,.742,3.5,7.9,11.4,2.2,1.2,1.6,4.0,3.8,19.6,https://www.basketball-reference.com//players/k/kempsh01.html
1996-97,27,SEA,NBA,PF,81,75,34.0,6.5,12.7,.510,0.1,0.4,.364,6.3,12.3,.515,.516,5.6,7.5,.742,3.4,6.6,10.0,1.9,1.5,1.0,3.5,4.0,18.7,https://www.basketball-reference.com//players/k/kempsh01.html
1997-98,28,CLE,NBA,PF,80,80,34.6,6.5,14.6,.445,0.0,0.1,.250,6.5,14.5,.446,.446,5.1,7.0,.727,2.7,6.6,9.3,2.5,1.4,1.1,3.4,3.9,18.0,https://www.basketball-reference.com//players/k/kempsh01.html
1998-99,29,CLE,NBA,PF,42,42,35.1,6.6,13.7,.482,0.0,0.0,.500,6.6,13.6,.482,.483,7.3,9.3,.789,3.1,6.1,9.2,2.4,1.1,1.1,3.0,3.8,20.5,https://www.basketball-reference.com//players/k/kempsh01.html
1999-00,30,CLE,NBA,C,82,82,30.4,5.9,14.1,.417,0.0,0.1,.333,5.9,14.1,.418,.418,6.0,7.7,.776,2.8,6.0,8.8,1.7,1.2,1.2,3.5,4.5,17.8,https://www.basketball-reference.com//players/k/kempsh01.html
2000-01,31,POR,NBA,PF,68,3,15.9,2.5,6.1,.407,0.1,0.2,.364,2.4,5.9,.408,.412,1.5,1.9,.771,0.9,2.9,3.8,1.0,0.7,0.3,1.5,2.7,6.5,https://www.basketball-reference.com//players/k/kempsh01.html
2001-02,32,POR,NBA,PF,75,5,16.4,2.3,5.4,.430,0.0,0.1,.000,2.3,5.4,.434,.430,1.4,1.7,.794,1.2,2.6,3.8,0.7,0.6,0.4,1.1,2.5,6.1,https://www.basketball-reference.com//players/k/kempsh01.html
2002-03,33,ORL,NBA,C,79,55,20.7,2.7,6.4,.418,0.0,0.0,.000,2.7,6.4,.419,.418,1.5,2.0,.742,1.9,3.8,5.7,0.7,0.8,0.4,1.3,3.0,6.8,https://www.basketball-reference.com//players/k/kempsh01.html
1989-90,22,CHI,NBA,PG,81,0,15.9,2.3,4.8,.485,0.0,0.1,.500,2.3,4.8,.484,.489,0.9,1.0,.885,0.2,1.0,1.3,2.5,0.6,0.1,1.0,1.3,5.6,https://www.basketball-reference.com//players/a/armstbj01.html
